[-0.2631578947368421, 0.21052631578947367, 0, 0, 0, 0, 1, 1, 0, 0]
[-0.21052631578947367, 0.21052631578947367, 0, 0, 0, -1, 0, 0, 1, 0]
[-0.15789473684210525, 0.21052631578947367, 0, 0, 0, -1, 0, 0, 0, 1]
[-0.15789473684210525, 0.15789473684210525, 0, 0, 0, 0, 1, 1, 0, 0]
[-0.10526315789473684, 0.15789473684210525, 0, 0, 0, -1, 0, 0, 0, 1]
[-0.10526315789473684, 0.10526315789473684, 0, 0, 0, 0, 1, 1, 0, 0]
[-0.05263157894736842, 0.10526315789473684, 0, 0, 0, -1, 0, 0, 0, 1]
[-0.05263157894736842, 0.05263157894736842, 0, 0, 0, 0, 1, 1, 0, 0]
[0.0, 0.05263157894736842, 0, 0, 1, -1, 0, 0, 0, 1]
[-0.2631578947368421, -0.631578947368421, 0, 0, 0, 0, 1, 1, 0, 0]
[-0.21052631578947367, -0.631578947368421, 0, 0, 0, -1, 0, 1, 0, 0]
[-0.21052631578947367, -0.5789473684210527, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.5263157894736843, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.4736842105263158, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.4210526315789474, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.368421052631579, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.3157894736842105, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.26315789473684215, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.21052631578947367, -0.21052631578947367, 0, 0, 0, 0, -1, 0, 0, 1]
[-0.15789473684210525, -0.21052631578947367, 0, 0, 0, -1, 0, 1, 0, 0]
[-0.15789473684210525, -0.1578947368421053, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.15789473684210525, -0.10526315789473684, 0, 0, 0, 0, -1, 0, 0, 1]
[-0.10526315789473684, -0.10526315789473684, 0, 0, 0, -1, 0, 0, 1, 0]
[-0.05263157894736842, -0.10526315789473684, 0, 0, 0, -1, 0, 1, 0, 0]
[-0.05263157894736842, -0.052631578947368474, 0, 0, 0, 0, -1, 0, 1, 0]
[-0.05263157894736842, 0.0, 0, 0, 1, 0, -1, 0, 0, 1]
[0.8947368421052632, 0.4736842105263158, 0, -1, 0, -1, 0, 0, 0, 1]
[0.8947368421052632, 0.42105263157894735, -1, 0, 0, 0, 1, 0, 0, 1]
[0.8421052631578947, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.7894736842105263, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.736842105263158, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.6842105263157895, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.631578947368421, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.5789473684210527, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.5263157894736843, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.4736842105263158, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.4210526315789474, 0.42105263157894735, 0, 0, 0, 1, 0, 0, 1, 0]
[0.368421052631579, 0.42105263157894735, 0, 0, 0, 1, 0, 1, 0, 0]
[0.368421052631579, 0.368421052631579, 0, 0, 0, 0, 1, 0, 1, 0]
[0.368421052631579, 0.3157894736842105, 0, 0, 0, 0, 1, 0, 0, 1]
[0.3157894736842105, 0.3157894736842105, 0, 0, 0, 1, 0, 1, 0, 0]
[0.3157894736842105, 0.26315789473684215, 0, 0, 0, 0, 1, 0, 0, 1]
[0.26315789473684215, 0.26315789473684215, 0, 0, 0, 1, 0, 1, 0, 0]
[0.26315789473684215, 0.21052631578947367, 0, 0, 0, 0, 1, 0, 0, 1]
[0.21052631578947367, 0.21052631578947367, 0, 0, 0, 1, 0, 1, 0, 0]
[0.21052631578947367, 0.1578947368421053, 0, 0, 0, 0, 1, 0, 0, 1]
[0.1578947368421053, 0.1578947368421053, 0, 0, 0, 1, 0, 1, 0, 0]
[0.1578947368421053, 0.10526315789473684, 0, 0, 0, 0, 1, 0, 0, 1]
[0.10526315789473684, 0.10526315789473684, 0, 0, 0, 1, 0, 1, 0, 0]
[0.10526315789473684, 0.05263157894736842, 0, 0, 0, 0, 1, 0, 0, 1]
[0.052631578947368474, 0.05263157894736842, 0, 0, 0, 1, 0, 0, 1, 0]
